es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
quint_2015-09,quint_2015,93,quint_2015,Quint et al. 2015,Reading,5,0.0,0.007479,0.0865,1478,1311,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Comprehension subtest (scale score)",0,redundant_subscale,"Reported d = -0.14/34.40 = -0.00 (Table 5.6, rounds to 0.00). g = J*d = 0.00. impact_se = MDES(0.25)/2.89 = 0.0865; g_se = 0.0865; g_var = g_se^2.",-0.0,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,"Grade 5 auxiliary sample. Effectively zero impact (ES = -0.00), p=0.962. Standardizing SD = control GM Comprehension grade 5 (34.40). Component subscale of GM Total composite."
quint_2015-10,quint_2015,93,quint_2015,Quint et al. 2015,Reading,5,0.04999,0.00633,0.0796,1478,1311,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Vocabulary subtest (scale score)",0,redundant_subscale,"Reported d = 1.78/33.78 = 0.05 (Table 5.6). g = J*d, df = 2787, J = 0.99973, g = 0.04999. impact_se = MDES(0.23)/2.89 = 0.0796; g_se = 0.0796; g_var = g_se^2.",0.05,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Not statistically significant (p=0.426). Standardizing SD = control GM Vocabulary grade 5 (33.78). Component subscale of GM Total composite.
quint_2015-11,quint_2015,93,quint_2015,Quint et al. 2015,Reading,5,0.01999,0.001448,0.0381,1478,1311,37,,True,True,standardized_independent,"Gates-MacGinitie Reading Test, Total (Comprehension + Vocabulary, scale score)",1,,"Reported d = 0.58/30.59 = 0.02 (Table 5.6). g = J*d, df = 2787, J = 0.99973, g = 0.01999. impact_se = MDES(0.11)/2.89 = 0.0381; g_se = 0.0381; g_var = g_se^2. NOTE: this MDES (0.11) is anomalously small vs its own subscale MDES values (0.25, 0.23) -- likely a table typo -- so this g_se/g_var is unreliable (see problems).",0.02,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175); SD p. 177,subagent,medium,Composite of GM Comprehension + Vocabulary subscales (both also extracted). Not statistically significant (p=0.811). Standardizing SD = control GM Total grade 5 (30.59). g point estimate (0.02) reliable; g_se is suspect because the reported grade-5 GM-Total MDES (0.11) appears to be a typo relative to its subscales.
quint_2015-12,quint_2015,93,quint_2015,Quint et al. 2015,Reading,5,-0.01999,0.00432,0.0657,1459,1293,37,,True,True,standardized_independent,"State reading achievement test (z-score, standardized within district)",1,,"Reported impact = -0.02 on district-standardized state test (SD~1), so d = -0.02 (Table 5.6). g = J*d, df = 2750, J = 0.99973, g = -0.01999. impact_se = MDES(0.19)/2.89 = 0.0657; g_se = 0.0657; g_var = g_se^2.",-0.02,Table 5.6 (p. 86); MDES Appendix Table D.2 (p. 175),subagent,medium,"Not statistically significant (p=0.608). High-stakes state test, standardized within district (SD ~ 1). Negative = slightly favors control. Labeled secondary."
randel_2016-01,randel_2016,94,randel_2016,Randel et al. 2016,STEM,4-5,0.007,0.0019,0.044,4420,5176,67,0.16,True,True,standardized_independent,"Colorado Student Assessment Program (CSAP), mathematics scale score",1,,"d = b/s where b = HLM benchmark impact coefficient (Intervention) = 0.58 CSAP scale points (Table K3 / Table 4.1 'Adjusted posttest', pretest-adjusted 2-level mixed model with block fixed effects) and s = pooled raw posttest SD = 79.60 (Appendix J Table J1: intervention SD 78.21 n=4,420, control SD 80.77 n=5,176). g = J*d, J=1-3/(4*df-1) with df=N-2=9,594 -> J~=1.000. Var(g)=J^2*(impact_se/s)^2, impact_se=3.47. (Report's own Glass d using control SD = 0.01, Table 4.1; matches.)",0.58,Table 4.1 p.67; Table K3 p.131; Appendix J Table J1 p.129; Appendix I Table I1 p.127; Exec summary p.7,subagent,medium,"Headline confirmatory outcome (the study's single primary student outcome). Intervention adjusted mean 502.49 (SE 2.53) vs control 501.91 (SE 2.44); estimated difference 0.58, p=.87 (not statistically significant). Study powered to detect 0.25 SD. All 67 schools analyzed as randomized (intent-to-treat); missing data multiply imputed (40 datasets). ICC=0.16 from unconditional model (between-school var 1,003.23 / total 6,202.69). Math-only study; immediate end-of-implementation-year wave (spring 2009)."
randel_2016-02,randel_2016,94,randel_2016,Randel et al. 2016,STEM,5,-0.057,0.00228,0.048,,,67,0.16,True,True,standardized_independent,"Colorado Student Assessment Program (CSAP), mathematics scale score",0,subgroup,"d = b/s, b = HLM Intervention coeff for Cohort 1 subtest = -4.53 (Table K5 p.131 / text p.67), s = pooled raw posttest SD 79.60; g=J*d, J~=1.000; Var(g)=J^2*(impact_se/s)^2, impact_se=3.80.",-4.53,"Table K5 p.131; p.67 (gamma_01=-4.53, SE=3.80, p=.24)",subagent,medium,"EXPLORATORY follow-up, not the confirmatory outcome. Cohort 1 = students in grade 4 in the CASL training year and grade 5 in the implementation year (~2 years of exposure). Confounded with exposure duration vs Cohort 3. Not statistically significant (p=.24). A significant CASL-by-grade interaction (-5.81, SE 1.03) was found but does not imply a significant effect in either cohort. Cohort-specific n not separately tabulated for the imputed benchmark model."
randel_2016-03,randel_2016,94,randel_2016,Randel et al. 2016,STEM,4,0.07,0.00281,0.053,,,67,0.16,True,True,standardized_independent,"Colorado Student Assessment Program (CSAP), mathematics scale score",0,subgroup,"d = b/s, b = HLM Intervention coeff for Cohort 3 subtest = 5.59 (Table K5/K6 region p.131-132 / text p.67), s = pooled raw posttest SD 79.60; g=J*d, J~=1.000; Var(g)=J^2*(impact_se/s)^2, impact_se=4.22.",5.59,"Table (Cohort 3 subtest) p.131-132; p.67 (gamma_01=5.59, SE=4.22, p=.19)",subagent,medium,"EXPLORATORY follow-up, not confirmatory. Cohort 3 = students in grade 3 in the training year and grade 4 in the implementation year (~1 year of exposure); their pretest came from grade-3 CSAP. Confounded with exposure duration vs Cohort 1. Not statistically significant (p=.19). Cohort-specific n not separately tabulated."
reinke_2018-01,reinke_2018,96,reinke_2018,Reinke et al. 2018,Reading,K-3,-0.0114,0.000307,0.0175,,,105,0.06,True,True,standardized_independent,Woodcock-Johnson III Normative Update Tests of Achievement (WJ III ACH) -- Broad Reading cluster (standard scores),1,,"d = b/SD where b=-0.15 is the IY TCM 'Intervention' HLM coefficient on WJ-III Broad Reading (Table 3, p.1051), from a 3-level HLM (students in teachers in schools) controlling for WJ-III Reading pretest + demographics. SD = pooled baseline SD of WJ-III Reading standard scores = sqrt((13.06^2+13.20^2)/2) = 13.13 (ESM 1 Supplemental Content Table 2; same SD the authors used to report baseline ES -0.14). d = -0.15/13.13 = -0.01142. se_d = SE(b)/SD = 0.23/13.13 = 0.01752. J = 1 - 3/(4*df-1) = 0.99955 (df = 1685-2 = 1683). g = J*d = -0.01142; g_se = J*se_d = 0.01751; g_var = g_se^2 = 0.000307. P-value check: z = d/se_d = -0.652 -> two-tailed p~.51 vs reported p=.53.",-0.15,"Table 3 (HLM results for academic outcomes), p.1051; measure description p.1047-1048; analytic sample p.1048; ICC p.1049; SDs from ESM 1 Supplemental Content Table 2",subagent,high,"Non-significant near-zero achievement effect: b=-0.15, SE=0.23, p=.53 (Table 3). WJ-III Broad Reading -> Reading. Independently administered by trained RAs blind to condition (p.1048) -> standardized_independent. Academic analytic sample = 105 teachers / 1685 students; per-arm n split not reported (the flowchart's T=833/C=847 is the social/behavioral sample). Pretest-adjusted (WJ-III Reading pretest) and cluster-adjusted (3-level HLM). sd_t/sd_c are BASELINE standard-score SDs (ESM 1); posttest SD not reported but WJ-III SS is age-normed so baseline SD is the appropriate standardizer. ICC=0.06 = midpoint of the reported class-level unconditional ICC range 0.04-0.08 for academic outcomes (school-level range 0.03-0.07); informational only since cluster_adjusted=true."
reinke_2018-02,reinke_2018,96,reinke_2018,Reinke et al. 2018,STEM,K-3,-0.002,0.000689,0.0262,,,105,0.06,True,True,standardized_independent,Woodcock-Johnson III Normative Update Tests of Achievement (WJ III ACH) -- Broad Math cluster (standard scores),1,,"d = b/SD where b=-0.03 is the IY TCM 'Intervention' HLM coefficient on WJ-III Broad Math (Table 3, p.1051), from a 3-level HLM (students in teachers in schools) controlling for WJ-III Math pretest + demographics. SD = pooled baseline SD of WJ-III Math standard scores = sqrt((14.92^2+14.78^2)/2) = 14.85 (ESM 1 Supplemental Content Table 2; same SD the authors used to report baseline ES -0.08). d = -0.03/14.85 = -0.00202. se_d = SE(b)/SD = 0.39/14.85 = 0.02626. J = 0.99955 (df = 1685-2 = 1683). g = J*d = -0.00202; g_se = J*se_d = 0.02625; g_var = g_se^2 = 0.000689. P-value check: z = d/se_d = -0.077 -> two-tailed p~.94 vs reported p=.94 (exact).",-0.03,"Table 3 (HLM results for academic outcomes), p.1051; measure description p.1047-1048; analytic sample p.1048; ICC p.1049; SDs from ESM 1 Supplemental Content Table 2",subagent,high,"Non-significant near-zero achievement effect: b=-0.03, SE=0.39, p=.94 (Table 3). WJ-III Broad Math -> STEM. Independently administered by trained RAs blind to condition (p.1048) -> standardized_independent. Academic analytic sample = 105 teachers / 1685 students; per-arm n split not reported. Pretest-adjusted (WJ-III Math pretest) and cluster-adjusted (3-level HLM). sd_t/sd_c are BASELINE standard-score SDs (ESM 1); posttest SD not reported but WJ-III SS is age-normed so baseline SD is the appropriate standardizer. ICC=0.06 = midpoint of reported class-level unconditional ICC range 0.04-0.08 (school-level 0.03-0.07); informational only since cluster_adjusted=true."
resendez_azin_2009-01,resendez_azin_2009,97,resendez_azin_2009,Resendez & Azin 2009,STEM,"3,5",0.207,0.00569,0.0755,330,378,,,True,True,standardized_independent,"Metropolitan Achievement Test 8 (MAT8), Form V, Math Concepts and Problem-Solving subtest (Harcourt Assessment; norm-referenced)",1,,"d = (Mt - Mc)/s_pooled with WWC-reported Year-2 posttest means/SDs (Mt=684.57, SDt=60.34; Mc=673.14, SDc=50.51; WWC Appendix D, p.10): s_pooled = sqrt(((330-1)*60.34^2+(378-1)*50.51^2)/(330+378-2)) = 55.31, d = 11.43/55.31 = 0.2067; Hedges g = J*d with J = 1 - 3/(4*706-1) = 0.99894, g = 0.2064 ~ 0.207, matching the WWC-reported ES of 0.21 (the WWC value derives from the study's HLM impact, which accounts for student-within-teacher clustering). g_var/g_se from Var(d)=(nt+nc)/(nt*nc)+d^2/(2(nt+nc)), Var(g)=J^2*Var(d) using the n=708 retained-sample split (330/378); NOTE this analytic variance is NOT cluster-corrected (no ICC available). Exact per-measure split is approximate (WWC lists n=681 for this measure; final retained sample 708 = 330 T / 378 C).",0.21,"WWC report (ED538671) Appendix D, p.10 (Year-2 supplemental finding, Resendez & Azin 2009): MAT8 Concepts & Problem-Solving, grades 3&5, 6 schools/681 students, int M=684.57(60.34), comp M=673.14(50.51), mean diff 11.43, ES 0.21, improvement index +8, p=0.00.",subagent,medium,"PRIMARY end-of-treatment (Year-2, 2008-09) TPD-vs-control student math achievement contrast = the headline finding of the 2009 Final Summative Report. enVisionMATH students outscored control by ES=0.21 (improvement index +8, p<.001) on the MAT8 Concepts & Problem-Solving subtest after two cumulative years. This is the ONLY Year-2 measure the WWC validated without reservations (no clustering or multiple-comparison correction was needed per WWC's Y2 review); the study's other three Year-2 math measures failed WWC standards due to high attrition and baseline non-equivalence and are not reported with usable numbers in the open WWC document. WWC rated the overall program 'potentially positive effects, small extent of evidence' for math achievement based primarily on the Year-1 wave."
resendez_azin_2009-02,resendez_azin_2009,97,resendez_azin_2009,Resendez & Azin 2009,STEM,"2,4",0.224,0.0036,0.06,559,559,54,,True,True,standardized_independent,"GMADE (Group Mathematics Assessment and Diagnostic Evaluation), Concepts and Communication subtest (Pearson Assessment; norm-referenced) -- math vocabulary/language",1,,"d = (99.55-97.21)/s_pooled; s_pooled = sqrt(((559-1)*10.25^2+(559-1)*10.59^2)/(1118-2)) = 10.42, d = 2.34/10.42 = 0.2245; Hedges g = J*d, J=0.99933 (df=1116), g=0.2244 ~ matches WWC-reported ES 0.22 (Appendix C, p.9) and the authors' own HLM d=0.24 (First Year Report p.41). g_var/g_se from analytic-variance formula (NOT cluster-corrected). Treatment/control split ~50/50 approximated (WWC n=1118 for this measure; 29 treatment vs 30 control teachers).",0.22,"WWC report (ED538671) Appendix C, p.9 (Resendez & Azin 2008): GMADE Concepts & Communication, grades 2&4, 8 schools/1118 students, int M=99.55(10.25), comp M=97.21(10.59), mean diff 2.34, ES 0.22, improvement index +9, p=0.01. Corroborated by First Year Report p.41 (author HLM d=0.24, t=2.34, p=0.01).",subagent,medium,"Earlier-wave (Year 1) TPD-vs-control contrast from the same 2-year study, on math vocabulary/language. Statistically significant positive effect. Recorded for traceability; the Year-2 MAT8 C&PS contrast (g #1) is the end-of-treatment primary per spec."
resendez_azin_2009-03,resendez_azin_2009,97,resendez_azin_2009,Resendez & Azin 2009,STEM,"2,4",0.162,0.0035,0.0589,578,578,54,,True,True,standardized_independent,"Metropolitan Achievement Test 8 (MAT8), Form V, Math Computation subtest (Harcourt Assessment; norm-referenced)",1,,"d = (645.83-636.04)/s_pooled; s_pooled = sqrt(((578-1)*60.54^2+(578-1)*60.65^2)/(1156-2)) = 60.60, d = 9.79/60.60 = 0.1616; Hedges g = J*d, J=0.99935 (df=1154), g=0.1615 ~ matches WWC-reported ES 0.16 (Appendix C, p.9) and authors' HLM d=0.21 (First Year Report p.41). g_var/g_se from analytic-variance formula (NOT cluster-corrected). Split ~50/50 approximated.",0.16,"WWC report (ED538671) Appendix C, p.9 (Resendez & Azin 2008): MAT8 Math Computation, grades 2&4, 8 schools/1156 students, int M=645.83(60.54), comp M=636.04(60.65), mean diff 9.79, ES 0.16, improvement index +6, p=0.02. Corroborated by First Year Report p.41 (author HLM d=0.21).",subagent,medium,Earlier-wave (Year 1) TPD-vs-control contrast on math computation. Statistically significant positive effect (WWC ES 0.16; authors' HLM d=0.21). Recorded for traceability.
resendez_azin_2009-04,resendez_azin_2009,97,resendez_azin_2009,Resendez & Azin 2009,STEM,"2,4",0.036,0.0035,0.0588,577,577,54,,True,True,standardized_independent,"Metropolitan Achievement Test 8 (MAT8), Form V, Math Concepts and Problem-Solving subtest (Harcourt Assessment; norm-referenced)",1,,"d = (636.84-634.98)/s_pooled; s_pooled = sqrt(((577-1)*51.06^2+(577-1)*52.24^2)/(1154-2)) = 51.65, d = 1.86/51.65 = 0.0360; Hedges g = J*d, J=0.99935, g=0.0360 ~ matches WWC-reported ES 0.04 (Appendix C, p.9). NOT statistically significant (p=0.52). g_var/g_se from analytic-variance formula (NOT cluster-corrected). Split ~50/50 approximated.",0.04,"WWC report (ED538671) Appendix C, p.9 (Resendez & Azin 2008): MAT8 Concepts & Problem-Solving, grades 2&4, 8 schools/1154 students, int M=636.84(51.06), comp M=634.98(52.24), mean diff 1.86, ES 0.04, improvement index +1, p=0.52.",subagent,medium,"Earlier-wave (Year 1) TPD-vs-control contrast on the SAME MAT8 Concepts & Problem-Solving subtest as the Year-2 primary, but in grades 2&4. Near-zero, NON-significant in Year 1 (ES 0.04, p=0.52); the effect on this subtest grew to ES 0.21 by Year 2 (g #1). Recorded for traceability."
resendez_azin_2009-05,resendez_azin_2009,97,resendez_azin_2009,Resendez & Azin 2009,STEM,"2,4",0.179,0.0035,0.059,575,576,54,,True,True,unclear,"Open-Ended Assessment of Problem Solving and Reasoning Skills (Balanced Assessment in Mathematics / BAM, CTB, standard 4th-grade form; author-adapted Elementary Grades Assessment + NCTM Sampler for 2nd grade)",0,researcher_made,"d = (75.20-72.05)/s_pooled; s_pooled = sqrt(((575-1)*17.57^2+(576-1)*17.65^2)/(1151-2)) = 17.61, d = 3.15/17.61 = 0.1789; Hedges g = J*d, J=0.99935, g=0.1788 ~ matches WWC-reported ES 0.18 (Appendix C, p.9) and authors' HLM d=0.20 (First Year Report p.41). g_var/g_se from analytic-variance formula (NOT cluster-corrected). Split ~50/50 approximated.",0.18,"WWC report (ED538671) Appendix C, p.9 (Resendez & Azin 2008): Open-Ended Assessment of Problem Solving and Reasoning Skills, grades 2&4, 8 schools/1151 students, int M=75.20(17.57), comp M=72.05(17.65), mean diff 3.15, ES 0.18, improvement index +7, p=0.01. Corroborated by First Year Report p.41 (author HLM d=0.20).",subagent,medium,Earlier-wave (Year 1) TPD-vs-control contrast on open-ended problem-solving/communication. Statistically significant positive effect (WWC ES 0.18; authors' HLM d=0.20). test_type='unclear' because the 4th-grade version is the published CTB Balanced Assessment in Mathematics but the 2nd-grade version was researcher-adapted by PRES from the Elementary Grades Assessment and NCTM Mathematics Assessment Sampler. Recorded for traceability.
